LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:8ce0f2,möchtest du das stirnband zurück?,so do you want the headband back?,so do you want the headband back?,Player,WearingTurtleHat
line:b92c11,eh,eh,eh,Original,WearingTurtleHat
line:8bd0cd,"du scheinst es zu mögen,",you seem to like it,you seem to like it,Original,WearingTurtleHat
line:6bc6e4,behalte es,you can have it,you can have it,Original,WearingTurtleHat
line:771311,hmm,hmm,hmm,Original,WearingTurtleHat
line:766c86,das stirnband kommt mir bekannt vor...,that headband looks familiar,that headband looks familiar,Original,WearingTurtleHat
line:7c21a4,oh um,oh um,oh um,Player,WearingTurtleHat
line:66a5b7,ich...,i'm just...,i'm just...,Player,WearingTurtleHat
line:db3fc8,wie es passt..,seeing out how fits,seeing out how fits,Player,WearingTurtleHat
line:edfd80,es sieht sehr gut aus!,it looked comfy,it looked comfy,Player,WearingTurtleHat
line:3e41a9,yeah es ist ziemlich gut!,yeah it's pretty good,yeah it's pretty good,Original,WearingTurtleHat
line:fc7c57,also...,so...,so...,Original,WearingTurtleHat
line:d07a27,probierst du noch mein stirnband?,you're still giving my\nheadband a trial run?,you're still giving my\nheadband a trial run?,Original,WearingTurtleHat
line:66311b,uhh,uhh,uhh,Player,WearingTurtleHat
line:df8a6c,es ist nur dass..,it's just,it's just,Player,WearingTurtleHat
line:e63954,meine taschen sind voll,my pockets are pretty full,my pockets are pretty full,Player,WearingTurtleHat
line:4d554f,das ist die einfachste möglichkeit es zu tragen,this is the easiest way to carry it,this is the easiest way to carry it,Player,WearingTurtleHat
line:a9b055,gut genug,fair enough,fair enough,Original,WearingTurtleHat
line:da259b,hmm...,hmm...,hmm...,Original,GiveRabbitHeadband
line:9fc921,das ist es nicht..,that's not it,that's not it,Original,GiveRabbitHeadband
line:33e75b,die schweißflecken sind an der falschen stelle..,the sweat stains aren't\nin the right place,the sweat stains aren't\nin the right place,Original,GiveRabbitHeadband
line:488a7a,igitt,ew,ew,Player,GiveRabbitHeadband
line:0f391c,wo hast du das gefunden?,where did you find this?,where did you find this?,Original,GiveRabbitHeadband
line:6022ce,eigentlich hat es mir die Schildkröte gegeben...,"actually, the turtle gave it to me","actually, the turtle gave it to me",Player,GiveRabbitHeadband
line:b8eac1,er sagte du könntest es haben..,they said you could have it,they said you could have it,Player,GiveRabbitHeadband
line:1c787f,"er kann das rennen nicht\nabwarten und will dich dort sehen!",they're looking forward to\nthe race and didn't\nwant you to miss it!,they're looking forward to\nthe race and didn't\nwant you to miss it!,Player,GiveRabbitHeadband
line:f89496,was?!,what?!,what?!,Original,GiveRabbitHeadband
line:b09c25,ECHT JETZT??,REALLY??,REALLY??,Original,GiveRabbitHeadband
line:2db8e8,TAYLOR DIE SCHILDKRÖTE!?,TAYLOR THE TURTLE!?,TAYLOR THE TURTLE!?,Original,GiveRabbitHeadband
line:b15c5f,er ist ja der regionale champion!?,"they're like, the regional champion!?","they're like, the regional champion!?",Original,GiveRabbitHeadband
line:7e105f,dieses stirnband muss,this headband has to be like,this headband has to be like,Original,GiveRabbitHeadband
line:ad2191,mindestens doppelt soviel Glück haben,at least TWICE as lucky,at least TWICE as lucky,Original,GiveRabbitHeadband
line:3509ed,...vielleicht sogar...,...possibly even...,...possibly even...,Original,GiveRabbitHeadband
line:22dcd9,vier mal so viel...,QUADRUPLE lucky,QUADRUPLE lucky,Original,GiveRabbitHeadband
line:316e5d,!!!,!!!,!!!,Player,GiveRabbitHeadband
line:f666e4,ok,ok,ok,Original,GiveRabbitHeadband
line:64abcd,ich nehme es,i'll take it,i'll take it,Original,GiveRabbitHeadband
line:de12bd,ich bin so bereit!,i'm so pumped!,i'm so pumped!,Original,GiveRabbitHeadband
line:b2cecd,nimm diese Laufschuhe!,take these running shoes,take these running shoes,Original,GiveRabbitHeadband
line:d25506,Du kannst <color=red>{{RunButton}}</color> halten um zu rennen!,you can hold <color=red>{{RunButton}}</color> to run with them!,you can hold <color=red>{{RunButton}}</color> to run with them!,Original,GiveRabbitHeadband
line:7e631b,allerdings..,however,however,Original,GiveRabbitHeadband
line:0ce32d,"vergiss nicht, dass rennen <color=red>goldene federn</color> benötigt",just keep in mind that running\nrequires <color=red>golden feathers</color>,just keep in mind that running\nrequires <color=red>golden feathers</color>,Original,GiveRabbitHeadband
line:489295,"<sprite tint=1 name=""UpArrow""> Aussichtspunkt","<sprite tint=1 name=""UpArrow""> Outlook Point","<sprite tint=1 name=""UpArrow""> Outlook Point",Original,OutlookPointSignStart
line:32213c,immer noch keine Erdbeeren?,still out of strawberries?,still out of strawberries?,Player,Strawberries
line:2edee7,yup,yup,yup,Original,Strawberries
line:90688d,"also, ich habe von den Erdbeeren geört",so i heard about the strawberries,so i heard about the strawberries,Player,Strawberries
line:50c6f6,...und es ist 17 uhr!,...and it's 5PM,...and it's 5PM,Player,Strawberries
line:28fb4e,aw mist!,aw shucks,aw shucks,Original,Strawberries
line:75bc5b,wir sind ausverkauft!,we're all out,we're all out,Original,Strawberries
line:5a0e10,was!?,what!?,what!?,Player,Strawberries
line:4787bc,aber,but,but,Player,Strawberries
line:9d23e0,das ist falsche werbung!,that's false advertising!,that's false advertising!,Player,Strawberries
line:792b7e,sorry,sorry,sorry,Original,Strawberries
line:fa09b1,wir holen sie uns immer regional..,we usually pick them locally,we usually pick them locally,Original,Strawberries
line:74f9e3,"dieses Jahr war die ernte wenig,",the yield was weirdly low this year,the yield was weirdly low this year,Original,Strawberries
line:445678,aber,i mean,i mean,Original,Strawberries
line:a9f2f4,wir haben immernoch sehr viel toast,we still have lots of toast,we still have lots of toast,Original,Strawberries
line:2badff,möchtest du toast!,you want some toast?,you want some toast?,Original,Strawberries
line:b2dc23,gebt mir toast!,hook me up with some toast!,hook me up with some toast!,Player,Strawberries
line:5a9a92,okay dann...,alrighty then...,alrighty then...,Original,Strawberries
line:7dd7f0,brauchst du noch was anderes?,"so, is there anything else you need?","so, is there anything else you need?",Original,Strawberries
line:cb857e,kann ich <color=red>goldene federn</color> kaufen?,can i buy a <color=red>golden feather?</color>,-> can i buy a <color=red>golden feather?</color>,Player,Strawberries
line:38ecce,was für sachen verkauft ihr?,what kind of merch do you sell?,-> what kind of merch do you sell?,Player,Strawberries
line:29e369,ich muss los,i gotta jet,-> i gotta jet,Player,Strawberries
line:6fed20,bye!,see ya,see ya,Original,Strawberries
line:912017,"klar esse ich den toast,","sure, i'll eat this toast","sure, i'll eat this toast",Player,EatToastStart
line:c77269,warum nicht?,why not,why not,Player,EatToastStart
line:ad9d4d,mmm,mmm,mmm,Player,EatToastStart
line:34c2bd,ich fühle mich....,i feel....,i feel....,Player,EatToastStart
line:e92388,gleich.,the same,the same,Player,EatToastStart
line:818d86,yo,yo,yo,Original,TucanStart
line:6f4292,dieser aufwind ist einfach PERFEKT!,this updraft is ON POINT!,this updraft is ON POINT!,Original,TucanStart
line:f6e187,du kannst echt ein paar kranke sturzflüge machen!,you can get some sick dives on it!,you can get some sick dives on it!,Original,TucanStart
line:07d094,heyho!,heyo!,heyo!,Original,TucanStart
line:216605,"<sprite name=""Music"" tint=1> ja, ich chille nur hier","<sprite name=""Music"" tint=1> yeah i'm just chillin' here","<sprite name=""Music"" tint=1> yeah i'm just chillin' here",Original,TucanStart
line:27042d,"<sprite name=""Music"" tint=1> diese süßen, süßen sonnenstrahlen, die mich kriegen","<sprite name=""Music"" tint=1> soakin' up those sweet sweet rays","<sprite name=""Music"" tint=1> soakin' up those sweet sweet rays",Original,TucanStart
line:fff7e4,"<sprite name=""Music"" tint=1> solange ich meinen lichtschutzfaktor fünfzig habe","<sprite name=""Music"" tint=1> as long as i got my SPF fifty","<sprite name=""Music"" tint=1> as long as i got my SPF fifty",Original,TucanStart
line:dd17df,"<sprite name=""Music"" tint=1> könnte ich hier für süße süße Tage liegen","<sprite name=""Music"" tint=1> i could lie here for sweet sweet days","<sprite name=""Music"" tint=1> i could lie here for sweet sweet days",Original,TucanStart
line:3143e6,wie machst du sturzflüge?,how do you dive?,-> how do you dive?,Player,TucanStart
line:288233,klingt gut,sounds nice,-> sounds nice,Player,TucanStart
line:cbb188,"oh junge, das ist einfach","oh dang, it's easy","oh dang, it's easy",Original,TucanStart
line:cf9948,aber es braucht etwas übung,but it takes some practice,but it takes some practice,Original,TucanStart
line:3adfca,du musst mir zuhören,you gotta hear me out,you gotta hear me out,Original,TucanStart
line:d3aad8,erstens,first,first,Original,TucanStart
line:69d4a2,du musst gleiten...,you gotta be gliding...,you gotta be gliding...,Original,TucanStart
line:e0ec7f,wie du weißt,as you know,as you know,Original,TucanStart
line:33f613,du gleitest indem du <color=red>{{JumpButton}} gedrückt hälst</color>,you glide by <color=red>holding {{JumpButton}}</color>,you glide by <color=red>holding {{JumpButton}}</color>,Original,TucanStart
line:3b003c,"dann, wenn du hoch genug über dem Boden bist","then, if you're high enough\noff the ground","then, if you're high enough\noff the ground",Original,TucanStart
line:ade2f6,<color=red>lasse deinen joystick los</color>\num zu sinken,<color=red>release your joystick</color>\nto dive downward,<color=red>release your joystick</color>\nto dive downward,Original,TucanStart
line:ed17e5,<color=red>lasse alle pfeiltasten los</color>\num zu sinken,<color=red>release all arrow keys</color>\nto dive downward,<color=red>release all arrow keys</color>\nto dive downward,Original,TucanStart
line:4c73ef,aber du musst dich immer noch\ndaran erinnern <color=red>{{JumpButton}} zu drücken</color>,but you must still remember\nto <color=red>hold {{JumpButton}}</color>,but you must still remember\nto <color=red>hold {{JumpButton}}</color>,Original,TucanStart
line:38fdce,das ist der schwierige Teil!,that's the tricky part!,that's the tricky part!,Original,TucanStart
line:2b369a,"mit einem guten sturzflug, kannst du\n<color=red>eine menge geschwindigkeit aufbauen</color>","with a good dive, you can\n<color=red>build up a lot of speed</color>","with a good dive, you can\n<color=red>build up a lot of speed</color>",Original,TucanStart
line:58343b,du kannst das gleiten\nüber diesen aufwind üben,you can practice by gliding\nover this updraft,you can practice by gliding\nover this updraft,Original,TucanStart
line:547d16,dieser gibt dir sehr viel höhe\nmit der du gut arbeiten kannst!,that'll give you a lot of\nheight to work with!,that'll give you a lot of\nheight to work with!,Original,TucanStart
line:b2dd9d,"junge, du WEIßT es","dang, you KNOW it","dang, you KNOW it",Original,TucanStart
line:d3f65e,das ist gut wie ei mit speck,it's nice like some rice with spice,it's nice like some rice with spice,Original,TucanStart
line:1eaf2b,*huff*,*huff*,*huff*,Player,Cellphone2
line:c2341c,puh,phew,phew,Player,Cellphone2
line:9dbecf,ich...,i...,i...,Player,Cellphone2
line:c8f624,...ich habe es geschafft!,...i did it!,...i did it!,Player,Cellphone2
line:a329a8,!!!,!!!,!!!,Player,Cellphone2
line:f43890,EMPFANG!!,CELLPHONE RECEPTION!!,CELLPHONE RECEPTION!!,Player,Cellphone2
line:8c98d3,ich kann mein haus von von hier sehen!,i can see my house from here!,i can see my house from here!,Player,YellAtMayStart
line:d88089,...,...,...,Player,YellAtMayStart
line:d84529,ahem,ahem,ahem,Player,YellAtMayStart
line:a64258,HEYYYYYYYYY!!!,HEYYYYYYYYY!!!,HEYYYYYYYYY!!!,Player,YellAtMayStart
line:715ae9,TANTE MAYY!!!!!,AUNT MAYY!!!!!,AUNT MAYY!!!!!,Player,YellAtMayStart
line:d8a3ab,"ja, claire?","yes, claire?","yes, claire?",AuntMayNPC,YellAtMayStart
line:4df5b5,YEAAAH!,YEAAAH!,YEAAAH!,Player,YellAtMayStart
line:445e93,ICH BIN'S!!!!,IT'S ME!!!!,IT'S ME!!!!,Player,YellAtMayStart
line:ccdb15,KANNST DU MICH HÖREN!!??!?,CAN YOU HEAR ME UP HERE!!??!?,CAN YOU HEAR ME UP HERE!!??!?,Player,YellAtMayStart
line:fa6a18,kann ich,sure can,sure can,AuntMayNPC,YellAtMayStart
line:8a59ef,OHHH,OHHH,OHHH,Player,YellAtMayStart
line:8ee909,OKAY,OKAY,OKAY,Player,YellAtMayStart
line:ae3ea7,viel spaß dort oben!,have fun up there!,have fun up there!,AuntMayNPC,YellAtMayStart
line:90a5b4,YEAAAHH,YEAAAHH,YEAAAHH,Player,YellAtMayStart
line:6541f6,werde ich haben!!,I WILL!!,I WILL!!,Player,YellAtMayStart
line:c00ec6,SO,SO,SO,Player,YellAtMayStart
line:8f00a0,WAS MACHST DU!?,WHATCHA DOING!?,WHATCHA DOING!?,Player,YellAtMayStart
line:5d2a04,"oh, weißt du doch.","oh, you know","oh, you know",AuntMayNPC,YellAtMayStart
line:8c722c,das übliche,the usual,the usual,AuntMayNPC,YellAtMayStart
line:ffba56,OOKAAY,OOKAAY,OOKAAY,Player,YellAtMayStart
line:47aad8,COOL,COOL,COOL,Player,YellAtMayStart
line:9caf98,WAS GIBT'S ZUM ESSEN?,WHAT'S FOR DINNER TONIGHT!?,WHAT'S FOR DINNER TONIGHT!?,Player,YellAtMayStart
line:488fb8,uhh,uhh,uhh,AuntMayNPC,YellAtMayStart
line:440bf7,ich glaube ich mach' curry,i think i'm gonna\nmake curry tonight,i think i'm gonna\nmake curry tonight,AuntMayNPC,YellAtMayStart
line:9ead4c,HÖRT SICH LECKER AN!!,SOUNDS TASTYY!!,SOUNDS TASTYY!!,Player,YellAtMayStart
line:b3537e,HEY TANTE MAY,HEY AUNT MAY,HEY AUNT MAY,Player,YellAtMayStart
line:6e8868,ja?,yeah?,yeah?,AuntMayNPC,YellAtMayStart
line:530dce,ICH WEISS NICHT!,I DUNNOOO!,I DUNNOOO!,Player,YellAtMayStart
line:e148b8,ICH GLAUB' ICH BIN GELANGWEILT!!!,I GUESS I'M BORED!!!,I GUESS I'M BORED!!!,Player,YellAtMayStart
line:1ae3c3,Ich seh's!,i can tell!,i can tell!,AuntMayNPC,YellAtMayStart
line:938517,hallo?,hello?,hello?,Original,Cellphone3
line:5f8c0e,"hi, claire","hi, claire","hi, claire",CutsceneCellphone,Cellphone3
line:2887df,mama!,mom!,mom!,Player,Cellphone3
line:db60b7,"ich bin so froh, von dir zu hören",i'm so glad to hear from you,i'm so glad to hear from you,Player,Cellphone3
line:ae46f6,"ich habe den ganzen tag darauf\ngewartet, von dir zu hören",i've been waiting all day to hear from you,i've been waiting all day to hear from you,Player,Cellphone3
line:fb2a4f,ich habe mir sorgen gemacht,i've been worried,i've been worried,Player,Cellphone3
line:918f79,aw liebling!,aw honey,aw honey,CutsceneCellphone,Cellphone3
line:3aaa27,"ich hab' dir gesagt,\ndass es mir gut geht!",i told you i'd be fine!,i told you i'd be fine!,CutsceneCellphone,Cellphone3
line:c29b2a,ja..,yeah,yeah,Player,Cellphone3
line:625c90,aber das sagst du immer..,but you always say that,but you always say that,Player,Cellphone3
line:5fed41,und das bin ich auch immer.,and i always am!,and i always am!,CutsceneCellphone,Cellphone3
line:a8b951,...,...,...,Player,Cellphone3
line:7f98d9,also,anyway,anyway,CutsceneCellphone,Cellphone3
line:3e93b6,wie geht es dir?,how have you been?,how have you been?,CutsceneCellphone,Cellphone3
line:a0dcaa,nun,well,well,Player,Cellphone3
line:c94b31,ich bin gerade am\nGipfel von Hawk Peak!,i'm at the top of Hawk Peak right now!,i'm at the top of Hawk Peak right now!,Player,Cellphone3
line:a63e6e,ooh!,ooh!,ooh!,CutsceneCellphone,Cellphone3
